key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,criteria_1,criteria_2,criteria_3,criteria_4
rayyan-222134800,An Artificial Neural Network Examination of the Intention to Implement Blockchain in the Supply Chains of SMEs in Tonga,2022,,,INFORMATION RESOURCES MANAGEMENT JOURNAL,"[""1040-1628"", ""1533-7979     J9  - INF RESOUR MANAG J     JI  - Inf. Resour. Manag. J.""]",35,1,,"Faasolo, MB and Sumarliah, E",,English,,"Univ Sci & Technol, Beijing, Peoples R China","The research intends to examine the impacts of the technology, organization, and environmental factors on the implementation of blockchain in the supply chains of SMEs in the Kingdom of Tonga. These include regulatory support, competitive pressure, cost, upper management support, complexity, and relative advantage. The research uses SEM-PLS to test the hypotheses and the artificial neural network method to analyze and classify survey data from 201 SMEs. Findings show that relative advantage, cost, complexity, and competitive pressure significantly affect implementing blockchain in the supply chains. As SMEs frequently have limited capital to invest in technology but meets the same obligations to streamline business operations to optimize profits, blockchain provides a feasible choice for the firms' sustainability with its characteristics of security, transparency, and immutability that are prospective to develop SMEs' performance. Thus, the paper provides novel insight regarding the determinants of SMEs' intention to implement blockchain in their supply chains.",,10.4018/IRMJ.287907     WE  - Emerging Sources Citation Index (ESCI),Artificial Neural Network (ANN) Analysis;Blockchain;PLS-SEM;Supply Chain Management;Technology;TOE Framework;ADOPTION INTENTION;INDUSTRY 4.0;BIG DATA;PLS-SEM;MOBILE;DETERMINANTS;FUTURE;INTELLIGENCE;PERFORMANCE;TECHNOLOGY,,,True,True,False,False
rayyan-222134801,Technical language processing: Unlocking maintenance knowledge,2021,1,,MANUFACTURING LETTERS,2213-8463     J9  - MANUF LETT     JI  - Manuf. Lett.,27,,42-46,"Brundage, MP and Sexton, T and Hodkiewicz, M and Dima, A and Lukens, S",,English,,"[""NIST, Gaithersburg, MD 20899 USA"", ""Univ Western Australia, Fac Engn & Math Sci, Perth, WA 6009, Australia"", ""GE Digital, San Ramon, CA 94583 USA""]","Out-of-the-box natural-language processing (NLP) pipelines need re-imagining to understand and meet the requirements of engineering data. Text-based documents account for a significant portion of data collected during the life cycle of asset management and the valuable information these documents contain is underutilized in analysis. Meanwhile, researchers historically design NLP pipelines with non-technical language in mind. This means industrial implementations are built on tools intended for non-technical use cases, suffering from a lack of verification, validation, and ultimately, personnel trust. To mitigate these sources of risk, we encourage a holistic, domain-driven approach to using NLP in a technical engineering setting, a paradigm we refer to as Technical Language Processing (TLP). Toward this end, the industrial asset management community must collectively redouble efforts toward production of and consensus around key domain-specific resources, including: (1) goal-driven data representations, (2) flexible entity type definitions and dictionaries, and (3) improved access to data-sets - raw and annotated. This collective action allows the maintenance community to follow in the path of other scientific communities, e.g., medicine, to develop and utilize these public resources to make TLP a key contributor to Industry 4.0. Published by Elsevier Ltd on behalf of Society of Manufacturing Engineers (SME).",,10.1016/j.mfglet.2020.11.001     WE  - Emerging Sources Citation Index (ESCI),Maintenance;Natural language processing;Asset management;Technical language processing;Artificial intelligence,,,True,False,True,False
rayyan-222134802,What drives MLOps adoption? An analysis using the TOE framework,2024,7,2,JOURNAL OF DECISION SYSTEMS,"[""1246-0125"", ""2116-7052     J9  - J DECIS SYST     JI  - J. Decis. Syst.""]",33,3,376-412,"Das, SD and Bala, PK",,English,,"[""Indian Inst Management Ranchi, Area Informat Syst & Business Analyt, Ranchi, India"", ""Indian Inst Management Ranchi, Area Informat Syst & Business Analyt, Nayasarai Rd, Ranchi 835303, Jharkhand, India""]","MLOps is essential to streamline the machine learning (ML) development process, ensure ML models stay operational, and provide users with the desired value. MLOps enhances the auditability, dependability, repeatability, and quality of ML data, models, and systems. MLOps technologies tackle several operational difficulties in an ML process. This research used the TOE framework to identify drivers and challenges to adopting MLOps tool. Data were collected from 277 professionals from various industries and AI/ML-related job roles. The responses were analysed using a three-step approach - Data Profiling, Chi-square tests and Logistic regression (LR) model. The analysis uncovered that ML usage, performance drivers, and security drive MLOps adoption, whereas regulatory environment, organizational preparation, and ML infrastructure moderately influence it. The investigation shows that management/leadership needs to be aware of MLOps technologies' benefits. This study provides insights to AI/ML professionals, academics, researchers, and machine learning model users on MLOps adoption.",,10.1080/12460125.2023.2214306,MLOps;ML operations;machine learning;artificial intelligence;ML monitoring;ML obserability;Information systems;CLOUD COMPUTING ADOPTION;E-BUSINESS;INNOVATION ADOPTION;ERP;MANAGEMENT;SECURITY;SOFTWARE;COUNTRY;SYSTEMS;SMES,,,True,False,False,False
rayyan-222134804,Big data and dynamic capabilities in the digital revolution: The hidden role of source variety,2023,9,,RESEARCH POLICY,"[""0048-7333"", ""1873-7625     J9  - RES POLICY     JI  - Res. Policy""]",52,7,,"Pedota, M",,English,,"Politecn Milan, Dept Management Econ & Ind Engn, Via R Lambruschini 4b, I-20156 Milan, Italy","Recent research frames big data as a resource enhancing dynamic capabilities through improved prediction, decisionmaking, and data-driven innovation. In contrast, this study frames big data as an evolutionary driver that channels firms' knowledge and attention in specific directions, implying that firms need multiple big data sources to be receptive and dynamically capable. I apply this framework to the context of the digital revolution and focus on the impact of big data on firms' digitalization priorities. By leveraging a large-scale survey of more than twenty thousand Italian firms of all sizes, I find that big data improves the digitalization awareness of firms only if they gather big data from more than one source (otherwise, counterintuitively, it may even decrease it). I also find a positive effect of source variety both on the likelihood of prioritizing individual digitalization factors and on the variety of digitalization factors prioritized. Such effects appear to be stronger for small firms relative to their larger counterparts. Given the path dependence of digitalization trajectories, these findings have relevant policy implications in the context of initiatives like the European strategy for data and the SME strategy for a sustainable and digital Europe.",,10.1016/j.respol.2023.104812,Artificial intelligence;Big data;Digitalization;Digital revolution;Dynamic capabilities;Knowledge;ABSORPTIVE-CAPACITY;DATA ANALYTICS;OPEN INNOVATION;FIRM;ORGANIZATIONS;DETERMINANTS;MICROFOUNDATIONS;CREATIVITY;MANAGEMENT;EVOLUTION,,,True,True,False,False
rayyan-222134805,Blockchain Technology Enhances Sustainable Higher Education,2021,11,,SUSTAINABILITY,2071-1050     J9  - SUSTAINABILITY-BASEL     JI  - Sustainability,13,22,,"Bucea-Manea-Tonis, R and Martins, OMD and Bucea-Manea-Tonis, R and Gheorghita, C and Kuleto, V and Ilic, MP and Simion, VE",,English,,"[""Spiru Haret Univ, Fac Phys Educ & Sports, Bucharest 060057, Romania"", ""Inst Politecn Braganca, Campus Santa Apolonia, P-5300253 Braganca, Portugal"", ""Hyper Univ, Fac Econ Sci, Bucharest 030615, Romania"", ""Univ Politehn Bucuresti, Dept Mfg Engn TCM, Fac Ind Engn & Robot, 313 Splaiul Independentei, Bucharest 060042, Romania"", ""Univ Business Acad Novi Sad, LINK Grp Belgrade, Fac Contemporary Arts Belgrade, Informat Technol Sch ITS Belgrade, Belgrade 11000, Serbia"", ""Spiru Haret Univ, Fac Vet Med, Bucharest 030045, Romania""]","This research investigates blockchain technology, focusing on the influence of motivation on collaborative work, which positively influences learning performance in Higher Education Institutions (HEI). In addition, blockchain technology is correlated with decentralisation, security and integrity, and anonymity and encryption. It can also be perceived as a consensus mechanism, rewarding students, professors, and universities as a smart contract. Therefore, this technology has been used to improve higher education. It also allows less informed people to interact with better-informed peers and mentors. Finally, this study aims to enhance the current state of blockchain applications comprehension. The methodology used for this research includes document analysis, literature review, content analysis (blockchain platforms), the case study method, and the survey method. In statistical considerations, aiming to evaluate indicators, this research presents the Composite Reliability Analysis, Cronbach Alpha Coefficients, and the Bootstrapping method (Variance Inflation Factor). All these analyses aimed to present a designed research model. This exploratory research gathered data from 150 students at 3 universities in Serbia, Romania, and Portugal. As demonstrated, using student motivation has a significant and positive impact on the quality of student collaborative work. Student collaborative work also correlates with students' higher level of engagement in the educational process, and the more engaged students are, the better their learning outcomes will be. As a result, in higher education, student involvement boosted learning outcomes. Researchers found that motivation, teamwork, and student involvement were important factors in improving student learning outcomes, as were blockchain-based tools. The results from the quantitative analysis indicate that Collaborative work, Motivation, Engagement, MOOCs, AR, VR, Gamification, and Online class were associated with learning performance.",,10.3390/su132212347     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI),sustainable education (SE);blockchain;massive open online courses (MOOCs);artificial intelligence (AI);e-learning;educational platforms;distributed ledger technology (DLT);higher education (HE);higher education institution (HEI);PLS-SEM;INTELLIGENCE;PERFORMANCE;CHALLENGES;SMES,,,False,False,False,False
rayyan-222134806,Hybrid machine learning approach for parallel machine scheduling under uncertainty,2025,6,15,EXPERT SYSTEMS WITH APPLICATIONS,"[""0957-4174"", ""1873-6793     J9  - EXPERT SYST APPL     JI  - Expert Syst. Appl.""]",279,,,"Stankovic, A and Petrovic, G and Turudija, R and Markovic, D and Cojbasic, Z",,English,,"Univ Nis, Fac Mech Engn Nis, Nish, Serbia","Today's manufacturing companies face numerous challenges in a dynamic and highly complex business environment. Effective planning, within the management of the production system, has a key role in achieving business success and achieving a competitive advantage for any company. The main setting of the research is the integration of three phases into one intelligent system. The first phase of the research consists of big data optimization of the planning model in the parallel connection of machines, the second phase of the experiment includes the application of different machine learning models, while the third represents the optimization of the planning model in the parallel connection of machines with stochastic processing times, which represents one of the more difficult NP problems of combinatorial optimization. The integration of machine learning models and job planning models in parallel machine connection under conditions of uncertainty is a big challenge. One of the reasons for the application of machine learning models is the influence of the input optimization parameters on the observed objective function. By choosing optimal optimization parameters, it is possible to solve the problem of parallel machine planning with stochastic processing times. The research in the paper aims to significantly improve the performance and reliability of machine planning in various industrial environments by proposing a robust and adaptive solution that can adapt to dynamic conditions and provide optimal results. The main purpose of the paper is the application and integration of an artificial intelligence model in a planning system in order to increase productivity, thereby increasing the competitiveness of small and medium-sized enterprises on the market. These tools can be relatively easily adapted to the needs of the company and would thus enable a better organization of business activities, as well as lower costs and greater business flexibility. The results of the experiment show the success of the proposed methodology.",,10.1016/j.eswa.2025.127427     WE  - Science Citation Index Expanded (SCI-EXPANDED),Machine learning;Hyperparameter tuning;Optimization;Stochastic processing time;Stochastic setup times;Parallel machine scheduling problem;ALGORITHM;MAINTENANCE;HEURISTICS;SIMULATION;TIMES,,,True,True,False,False
rayyan-222134807,"Search, identification, and curation of cell and gene therapy product regulations using augmented intelligent systems",2023,3,6,FRONTIERS IN MEDICINE,2296-858X     J9  - FRONT MED-LAUSANNE     JI  - Front. Med.,10,,,"Schaut, W and Shrivastav, A and Ramakrishnan, S and Bowden, R",,English,,"[""Janssen Pharmaceut Inc, CAR T Adv Therapeut Supply Chain, Cell Collect, Horsham, PA 19044 USA"", ""Janssen Pharmaceut Inc, Intelligent Automat & Analyt, Res & Dev Business Technol, Raritan, NJ USA""]","BackgroundManually keeping up-to-date with regulations such as directives, guidance, laws, and ordinances related to cell and gene therapy is a labor-intensive process. We used machine learning (ML) algorithms to create an augmented intelligent system to optimize systematic screening of global regulations to improve efficiency and reduce overall labor and missed regulations.        MethodsCombining Boolean logic and artificial intelligence (i.e., augmented intelligence) for the search process, ML algorithms were used to identify and suggest relevant cell and gene therapy regulations. Suggested regulations were delivered to a landing page for further subject matter expert (SME) tagging of words/phrases to provide system relevance on functional words. Ongoing learning from the repository regulations continued to increase system reliability and performance. The automated ability to train and retrain the system allows for continued refinement and improvement of system accuracy. Automated daily searches for applicable regulations in global databases provide ongoing opportunities to update the repository.        ResultsCompared to manual searching, which required 3-4 SMEs to review similar to 115 regulations, the current system performance, with continuous system learning, requires 1 full-time equivalent to process approximately 9,000 regulations/day. Currently, system performance has 86% overall accuracy, a recommend recall of 87%, and a reject recall of 84%. A conservative search strategy is intentionally used to permit SMEs to assess low-recommended regulations in order to prevent missing any applicable regulations.        ConclusionCompared to manual searches, our custom automated search system greatly improves the management of cell and gene therapy regulations and is efficient, cost effective, and accurate.",,10.3389/fmed.2023.1072767     WE  - Science Citation Index Expanded (SCI-EXPANDED),augmented intelligence;machine learning;CAR-T;regulations;automated systematic search;regulatory documents,,,True,False,True,False
rayyan-222134808,Artificial intelligence in predicting the bankruptcy of non-financial corporations,2022,12,,OECONOMIA COPERNICANA,"[""2083-1277"", ""2353-1827     J9  - OECON COPERNIC     JI  - Oecon. Copernic.""]",13,4,1215-1251,"Gavurova, B and Jencova, S and Bacik, R and Miskufova, M and Letkovsky, S",,English,,"[""Tomas Bata Univ Zlin, Zlin, Czech Republic"", ""Univ Presov, Presov, Slovakia""]","Research background: In a modern economy, full of complexities, ensuring a business' financial stability, and increasing its financial performance and competitiveness, has become especially difficult. Then, monitoring the company's financial situation and predicting its future develop-ment becomes important. Assessing the financial health of business entities using various models is an important area in not only scientific research, but also business practice.Purpose of the article: This study aims to predict the bankruptcy of companies in the engineer-ing and automotive industries of the Slovak Republic using a multilayer neural network and logistic regression. Importantly, we develop a novel an early warning model for the Slovak engi-neering and automotive industries, which can be applied in countries with undeveloped capital markets.Methods: Data on the financial ratios of 2,384 companies were used. We used a logistic regres-sion to analyse the data for the year 2019 and designed a logistic model. Meanwhile, the data for the years 2018 and 2019 were analysed using the neural network. In the prediction model, we analysed the predictive performance of several combinations of factors based on the industry sector, use of the scaling technique, activation function, and ratio of the sample distribution to the test and training parts.Findings & value added: The financial indicators ROS, QR, NWC/A, and PC/S reduce the likelihood of bankruptcy. Regarding the value of this work, we constructed an optimal network for the automotive and engineering industries using nine financial indicators on the input layer in combination with one hidden layer. Moreover, we developed a novel prediction model for bank-ruptcy using six of these indicators. Almost all sampled industries are privatised, and most com-panies are foreign owned. Hence, international companies as well as researchers can apply our models to understand their financial health and sustainability. Moreover, they can conduct com-parative analyses of their own model with ours to reveal areas of model improvements.",,10.24136/oc.2022.035     WE  - Social Science Citation Index (SSCI),engineering industry;automotive industry;bankruptcy prediction;Logistic regres-sion;artificial intelligence;neural network;NEURAL-NETWORK MODELS;LOGISTIC-REGRESSION;LISTED COMPANIES;SMES;CONSTRUCTION;PERFORMANCE;LOGIT;CZECH;INNOVATIVENESS;ENTERPRISES,,,True,False,True,False
rayyan-222134810,Ready to Grip AI's Potential? Insights from an Exploratory Study on Perceptions of Human-AI Collaboration,2024,,,BRAIN-BROAD RESEARCH IN ARTIFICIAL INTELLIGENCE AND NEUROSCIENCE,"[""2068-0473"", ""2067-3957     J9  - BRAIN-BROAD RES ARTI     JI  - BRAIN-Broad Res. Artif. Intellect. Neurosci.""]",15,2,1-22,"Andrei, AG and Matcu-Zaharia, M and Mariciuc, DF",,English,,"[""Alexandru Ioan Cuza Univ, Fac Econ & Business Adm, Dept Management Mkt & Business Adm, Iasi, Romania"", ""Alexandru Ioan Cuza Univ, Sch Econ & Business Adm, Iasi, Romania""]","One of the emerging technologies arising with Industry 4.0 is generative artificial intelligence (AI). Despite its disruptive nature and controversies, the effective and ethical use of AI is increasingly preoccupying organizations of all sizes as well as their employees. Focusing on generative AI, this paper presents findings from a qualitative study that provides insights into how Generation Z, the newest workforce, perceives human-AI collaboration. Based on in-depth interviews and a micro-meso-macro approach, the study reveals a dual perspective. Participants recognized the advantages AI brings, such as increased efficiency, productivity, and information availability. However, they were concerned about various risks such as: technology addiction, job loss, data privacy and ethical issues. At the micro level, generative AI was seen as beneficial for providing information and inspiration, but over-reliance could limit people's skills and create dependency. At the meso, organizational level, it could increase efficiency and productivity, but potentially replace jobs. At the macro, societal level, generative AI could support innovation but risks dehumanizing communication and relationships. Data privacy and ethics concerns were expressed at all three levels, indicating that a combination of institutional safeguards and awareness of data privacy and ethics at all levels is required to achieve the full benefits of generative AI. This would help organisations to capitalise on technological advances and support the development of ethical use of AI tools",,10.18662/brain/15.2/560     WE  - Emerging Sources Citation Index (ESCI),generative AI;Human-AI collaboration;generation Z;Industry 4.0;AI;SMES;ONLINE;IMPACT,,,True,False,False,False
rayyan-222134812,A blockchain enabled Cyber-Physical System architecture for Industry 4.0 manufacturing systems,2019,4,,MANUFACTURING LETTERS,2213-8463     J9  - MANUF LETT     JI  - Manuf. Lett.,20,,34-39,"Lee, J and Azamfar, M and Singh, J",,English,,"Univ Cincinnati, NSF Ind Univ Cooperat Res Ctr Intelligent Mainten, Cincinnati, OH 45221 USA","Cyber-Physical Production Systems (CPPSs) are complex manufacturing systems which aim to integrate and synchronize machine world and manufacturing facility to the cyber computational space. However, having intensive interconnectivity and a computational platform is crucial for real-world implementation of CPPSs. In this paper, the potential impacts of blockchain technology in development and realization of real-world CPPSs are discussed. A unified three-level blockchain architecture is proposed as a guideline for researchers and industries to clearly identify the potentials of blockchain and adapt, develop, and incorporate this technology with their manufacturing developments towards Industry 4.0. (C) 2019 Society of Manufacturing Engineers (SME). Published by Elsevier Ltd. All rights reserved.",,10.1016/j.mfglet.2019.05.003     WE  - Emerging Sources Citation Index (ESCI),Cyber-Physical System;Industry 4.0;Blockchain technology;Artificial Intelligence;Cloud computing;Big data;Peer to Peer network;Fog computing;Prognostics and health management;Security and Privacy;BIG DATA;TECHNOLOGIES;FRAMEWORK,,,False,False,False,False
rayyan-222134813,AI Singapore Empowering a Smart Nation,2020,4,,COMMUNICATIONS OF THE ACM,"[""0001-0782"", ""1557-7317     J9  - COMMUN ACM     JI  - Commun. ACM""]",63,4,60-63,"Teddy-Ang, S and Toh, A",,English,,"[""AI Singapore, Planning & Operat, Singapore, Singapore"", ""AI Singapore, Mkt & Commun, Singapore, Singapore     PU  - ASSOC COMPUTING MACHINERY     PI  - NEW YORK     PA  - 2 PENN PLAZA, STE 701, NEW YORK, NY 10121-0701 USA""]","AI SINGAPORF (AISG) was launched in June 2017 as an integrated, impact-driven, research innovation program in artificial intelligence (AI) for the entire country. As a national initiative, AISG brings together the strength of Singaporean research bodies in Singapore's Autonomous Universities (AUs) and research institutes, together with the vibrant ecosystem of AI start-ups and companies developing AI products, to perform use-inspired research, create innovative AI solution, and develop the talent to power Singapore's AI efforts.        To achieve Singapore's national mission, AISG's activities are anchored around four key pillars:        AI research is geared toward building deep AI research capabilities in Singapore through fundamental research. This pillar invests in research for next-generation AI techniques/algorithms beyond deep learning, and aims to strengthen Singapore's scientific leadership as a key player in the global AI race.        AI technology is focused on creating significant economic and social impacts by tackling national or global challenges using AI. Under this pillar, the first AI in Health Grand Challenge was launched in June 2018, where the challenge statement was ""How can AI help primary care teams stop or slow disease progression and complication development in three ""Highs"" (or 3H)Hyperglycaemia (diabetes), Hyperlipidaemia (high cholesterol), and Hypertension (high blood pressure)patients by 20% in five years?"" This AI challenge is a novel approach to multidisciplinary collaboration and translation from research to practice. It has enabled local and international collaborators to come together to address Singapore's national health challenge.        AI industry innovation accelerates the adoption of AI technology in the industry through proof-of-concept projects and talent development. Under the 100Experiments program, AISG has undertaken 50 AI projects for our local industry and has deployed more than 10 projects into production.a Our award-winning AI Apprenticeship Programme (AIAP),b which is a full-time, nine-month program to train and groom local Singaporean AI talent, has seen about 60 engineers graduate from the program as of October 2019. The plan is to train up to 500 Singaporean AI apprentices over the next five years.        AI Makerspace is a first for Singapore. Leveraging on the intellectual properties (IPs) and experiences from the other three pillars, AI Makerspace hosts an AI knowledge base (that is, open source AI libraries, API, and datasets) and will be the first national platform for accessing cutting-edge AI tools and solutions for research and commerce. Targeted at small and medium enterprises (SMEs) and start-ups, AI Makerspace will help industries jump-start their AI journey by providing access to resources for experimentation, such as curated datasets from industry and government, cutting-edge AI tools, and supercomputing resources specialized for AI workloads.",,10.1145/3378416     WE  - Science Citation Index Expanded (SCI-EXPANDED),,,,True,True,False,False
rayyan-222134814,Power and Frequency Control of a Wind Energy Power System using Artificial Bee Colony Algorithm,2017,,,2017 THIRD INTERNATIONAL CONFERENCE ON SCIENCE TECHNOLOGY ENGINEERING & MANAGEMENT (ICONSTEM),978-1-5090-4855-7,,,561-565     WE  - Conference Proceedings Citation Index - Science (CPCI-S),"Kumar, D and Mishra, A and Chatterjee, K and IEEE",,English,,"Indian Sch Mines, Indian Inst Technol, Dept Elect Engn, Dhanbad, Bihar, India","The intermittent wind speed and load demand lead to fluctuation in system frequency (f) and power (P), which may cause serious problems for wind energy power system (WEPS). An energy storage device can be used to compensate for these disturbances. In addition, a damping controller can be employed to reduce oscillation associated with f and P. In the present work, superconducting magnetic energy storage (SMES) with power system stabilizer (PSS) is connected to the WEPS to control the fluctuation in f and P. A recently developed swarm intelligence technique, i.e., artificial bee colony (ABC) algorithm based proportional-integral-derivative (PID) controller is also used along with SMES and PSS to overcome the associated problem in WEPS. The control parameters of SMES, PSS and PID controller have been optimized by the ABC algorithm. Effectiveness of the WEPS model has been evaluated under various disturbances. The simulation results show minimum f and P deviations can be obtained by the proposed ABC based PID controller along with PSS and SMES.",,,wind energy power system;superconducting magnetic energy storage;power system stabilizer;artificial bee colony;proportional integral derivative controller;OPTIMIZATION,,,False,False,True,False
rayyan-222134815,Exploring Architectural Choices and Emerging Challenges in Data Management for IoT: A Focus on Digital Innovation and Smart Cities,2024,,,"ADJUNCT PROCEEDINGS OF THE 32ND ACM CONFERENCE ON USER MODELING, ADAPTATION AND PERSONALIZATION, UMAP 2024",979-8-4007-0466-6,,,429-436,"Barra, S and D'Alessandro, F and Sosovskyy, O and ACM",,English,,"Univ Naples Federico II, Dept Elect Engn & Informat Technol, Naples, Italy","Digital innovation is an important and evolving process that refers to the transformation and integration of digital technologies into various aspects of everyday life and work. In this context, innovative digital solutions are often adopted and developed, including the Internet of Things (IoT). In order to fully understand the potential, trends, and challenges related to the implementation of these technologies in data management, we seek to identify the most promising architectural choices for an IoT infrastructure from the perspective of key aspects in the context of Data Management. In this way, we aim to provide a comprehensive overview of IoT systems to guide organizations towards more informed decisions, offering cutting-edge solutions and contributing to digital transformation. This work aims to examine aspects such as Data Collection, Data Aggregation, Data Integration, Data Security, Data Retention, and Data Analysis, with particular attention to emerging challenges in these contexts. Within the context of digital innovation, our study focuses on several areas of interest. For example, in the field of smart cities, we explore how the use of Cloud, Fog, and Edge Computing technologies can improve video surveillance and promote the use of Artificial Intelligence (AI) for better management of smart cities. Cloud computing, characterized by centralized data processing and storage, represents a well established paradigm of IoT infrastructure. Fog computing extends these capabilities to the network edge, bringing computation and data storage closer to the data source, thereby reducing latency and enhancing real-time processing. Edge computing takes this concept further by processing data directly at or near the data source, minimizing the need for data to traverse long distances to centralized hubs, thus enabling even faster response times and improved efficiency. Additionally, we examine how human-centric methods and user modeling tools can facilitate the transition to intelligent environments, such as workplaces, healthcare, and cities. Considering the emerging challenges in IoT data management, our work provides an overview of the solutions offered by Cloud, Fog, and Edge Computing, enabling industries and small and medium-sized enterprises to adopt targeted and sustainable digital transformation strategies.",,10.1145/3631700.3665238     WE  - Conference Proceedings Citation Index - Science (CPCI-S),ENABLING TECHNOLOGIES;INTERNET;SECURE;THINGS,,,True,True,False,False
rayyan-222134816,Factors affecting artificial intelligence (AI) adoption in the talent acquisition process: the case of Vietnam's medium-sized firms,2024,11,7,JOURNAL OF ASIA BUSINESS STUDIES,"[""1558-7894"", ""1559-2243     J9  - J ASIA BUS STUD     JI  - J Asia Bus. Stud.""]",,,,"Cao, TM and Nguyen, LTV",,English,,"[""Ho Chi Minh City Univ Law, Fac Management, Ho Chi Minh City, Vietnam"", ""Ho Chi Minh City Open Univ, Sch Adv Study, Ho Chi Minh City, Vietnam""]","Purpose - This study aims to assess the factors that impact the adoption of artificial intelligence (AI) in the human resource (HR) recruitment procedure in Vietnam's medium-sized firms. Design/methodology/approach - Through a quantitative approach, this paper collected data of 297 hiring managers, HR directors and top-level executives from Vietnam's medium-sized firms with a structured questionnaire. The partial least squares structural equation model was used to analyze the data and evaluate the hypothesis model (on platform Smart PLS 3.0). Findings - The results show that in Vietnam's medium-sized companies, both perceived benefits and perceived sacrifices directly impact on perceived value, which leads to organizations' adoption of AI. HR readiness also has a moderating effect between perceived value and AI adoption. Research limitations/implications - Future research can compare AI adoption between large and medium companies, as well as other criteria in Asian countries. Other organizational constructs can be considered moderators between perceived value and AI adoption. Practical implications - This study offers a context-specific understanding of the practice of using AI to acquire talent in Vietnam. Both of AI technology's perceived benefits and perceived sacrifices directly impact its perceived value, therefore indirectly impacting its adoption. In this study, HR readiness serves as an inhibitor to adoption. Some essential managerial implications are suggested. Originality/value - This study provides valuable insights into applying AI to Vietnam's medium-sized companies, especially in the recruitment process. It adds to a substantial body of work on applying AI to HR management.",,10.1108/JABS-08-2024-0444,AI;Human resource;Medium-sized firms;Talent acquisition;Vietnam;Recruitment;INFORMATION-TECHNOLOGY;USER ACCEPTANCE;PLS-SEM;BUSINESS;TRUST;MODEL;SMES;RECRUITMENT;PERCEPTIONS,,,True,True,False,False
rayyan-222134817,Development of a robotic orthosis for fingers flexion motion by surface myoelectric control: Open source prototype,2023,8,,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,"[""1746-8094"", ""1746-8108     J9  - BIOMED SIGNAL PROCES     JI  - Biomed. Signal Process. Control""]",85,,,"Martins, HVP and Setti, JAP and Guimaraes, C and Campos, DP",,English,,"[""Univ Tecnol Fed Parana, Av Sete Setembro Reboucas 3165, BR-80230901 Curitiba, Parana, Brazil"", ""Univ Tecnol Fed Parana, Rd Marcilio Dias 635, BR-86812460 Apucarana, Parana, Brazil""]","Objective: This study proposed an open-source myoelectric robotic hand orthosis prototype to support people with neuromuscular disorders in performing activities of daily living (ADLs).Methods: A user-tuned methodology was applied, designing the system's usability and ergonomics with recommendations in literature (2017 to 2020), thus calibrating the prototype by user's metrics. It has two modules: transmitter-interpreter system (TIS) and receiver-actuator system (RAS) that performs three hand pose: (i) pulp pinch, (ii) cylindrical grip, and (iii) resting hand. The system uses a linear discriminant analysis (LDA) classifier with real-time disruptive windowing (80 ms) and a majority vote algorithm (n=3) as post-processing. TIS classifies and transmits a hand pose within 300 ms to RAS, which executes the hand pose.Results: The LDA classifier was trained with ten datasets of surface myoelectric signals (sMES) recorded from a healthy volunteer. The system's accuracy reached 90% in real-time tests with three everyday objects. Splints were 3D-printed with resistant material, so the fitting and range of motion were comfortable for the volunteer.Conclusion: The prototype achieved the recommendations in the literature, and it was the orthosis that most fulfilled said requirements compared to state-of-the-art (2017 to 2020) myoelectric robotic hand orthosis. However, it only assists with finger flexion. Significance: The open-source format provides other researchers a starting point to develop an orthosis for in-home rehabilitation that actively assists in ADLs. Additionally, production costs for the orthosis are R$856.35, or 2.98% of the cheapest myoelectric hand orthosis available on the market (PowerGrip), both quoted on November 2021.",,10.1016/j.bspc.2023.105014,Artificial intelligence;Pattern recognition;Robotics;Signal processing;User-centered design;Modularization;BRACHIAL-PLEXUS INJURIES;HAND;EPIDEMIOLOGY;EXOSKELETON;WRIST,,,False,False,True,False
