key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files,[],match,reason
rayyan-304847387,Expertise in a hybrid diagnostic-recommendation system for SMEs: A successful real-life application,2004,,,Lecture Notes in Artificial Intelligence (Subseries of Lecture Notes in Computer Science),03029743 (ISSN),3029,,807-816,"Delisle, S. and St-Pierre, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-9644287937&doi=10.1007%2f978-3-540-24677-0_83&partnerID=40&md5=c30c9f5dc80a67fd99e47a06e2f2ba04,English,Springer Verlag,"[""Institut de Recherche sur les PME, Lab. Rech. la Perf. des Enterprises, Dept. de Mathématiques/Info., Trois-Rivieres, Que. G9A 5H7, C.P. 500, Canada"", ""Institut de Recherche sur les PME, Lab. Rech. la Perf. des Enterprises, Dept. des Sciences de la Gestion, Trois-Rivieres, Que. G9A 5H7, C.P. 500, Canada""]","We describe a hybrid expert diagnosis-recommendation system we have developed for SMEs. The system is fully implemented and operational, and has been successfully put to use on data from actual SMEs. Although the system is packed with knowledge and expertise, it was not implemented with ""traditional"" symbolic AI techniques. We explain why and discuss how the system relates to expert systems, decision support systems, and AI. We also report on an experimental evaluation and identify ongoing and future developments.",,10.1007/978-3-540-24677-0_83,Artificial intelligence;Benchmarking;Data acquisition;Decision support systems;Genetic algorithms;Information retrieval;Mathematical models;Problem solving;Strategic planning;Expert systems;Diagnostic-recommendation systems;Information systems (IS);Medium-sized enterprises (SME);Real-life applications;AI techniques;Experimental evaluation;Hybrid diagnostic;Expert systems;Recommender systems,,,,,True,"The article discusses an AI-based system developed for SMEs, aligning with the research focus on AI adoption in SME operations and its impact on organizational performance."
rayyan-304847388,Digital transformation or digital divide? Smes' use of AI during global crisis,2025,,,Technological Forecasting and Social Change,00401625 (ISSN),217,,,"Muhammad, S.S. and Dey, B.L. and Kamal, M.M. and Samuel, L. and Alzeiby, E.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004264610&doi=10.1016%2fj.techfore.2025.124184&partnerID=40&md5=ea0d1e63aa788fcf58d016499aa42e8b,English,Elsevier Inc.,"[""Brunel University London, Kingston Ln, London, Uxbridge, UB8 3PH, United Kingdom"", ""Sheffield University Management School, Conduit Rd, Sheffield, S10 1FL, United Kingdom"", ""Operations and Analytics, Management Department, University of Exeter Business School, EX4 4PU, United Kingdom"", ""College of Education and Human Development, Princess Nourah bint Abdulrahman University, P.O. Box 84428, Riyadh, 11671, Saudi Arabia"", ""The School of Business, University of Jordan, Amman, Jordan""]","There is a notable deficiency in empirical research examining how digital transformation, particularly through the adoption of technologies such as Artificial Intelligence (AI), can empower SMEs to navigate the challenges posed by global crises. While new technologies are frequently regarded as solutions, they can coexist with existing systems and potentially exacerbate the digital divide. This paper aims to investigate the factors that either facilitate or hinder digital transformation among SMEs and their impact on either bridging or widening the digital divide. To explore this issue, we employed a maximum variation sampling method and conducted 15 in-depth interviews with SMEs in the restaurant sector – encompassing small, medium, and large establishments – in London. Our findings indicate that technological factors (such as digital inertia), organisational aspects (including perceptions and collaboration), and external environmental influences (like lockdown measures) are critical in determining the extent of digital transformation or the continuation of the digital divide among SMEs during the pandemic. This paper contributes to understanding the interrelationships among innovative technologies, including AI, SMEs, and their external environments in the context of rapid digital transformation. It underscores the adverse effects of technology adoption on the equitable distribution of innovative practices and provides insights into promoting inclusive digital transformation to mitigate the digital divide among SMEs. © 2025 The Authors",,10.1016/j.techfore.2025.124184,Artificial intelligence;COVID-19;Digital divide;Digital transformation;SMEs;England;London [England];United Kingdom;Digital divide;Digital transformation;Empirical research;Existing systems;In-depth interviews;Maximum variations;Organizational aspects;Sampling method;SME;Technological factors;artificial intelligence;COVID-19;digitization;empirical analysis;sampling;service sector;small and medium-sized enterprise;technology adoption;Engineering education,,,,,True,"The article investigates AI adoption in SMEs, focusing on factors influencing digital transformation and its impact on SMEs, which aligns with understanding benefits, challenges, and organizational effects of AI use in SMEs."
rayyan-304847389,Representing knowledge gaps effectively,2004,,,Lecture Notes in Artificial Intelligence (Subseries of Lecture Notes in Computer Science),03029743 (ISSN),3336,,159-164,"Belasco, A. and Curtis, J. and Kahlert, R.C. and Klein, C. and Mayans, C. and Reagan, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-22944482798&doi=10.1007%2f978-3-540-30545-3_15&partnerID=40&md5=762442bf3479a45c8dda6fa1d5bdd4e0,English,Springer Verlag,"Cycorp Inc., 3721 Executive Center, Austin, TX 78731, Drive S#100, United States","In knowledge acquisition, one typically encounters two difficult situations: First, there are times when the system requests information that, due to a lack of information, the user is not in a position to provide at the level of precision requested. Second, there are situations where the system cannot capture information at the level of precision the user wishes to provide. We describe the techniques that have been developed for CYC to address these two cases during the extension of a variety of domains. © Springer-Verlag Berlin Heidelberg 2004.",,10.1007/978-3-540-30545-3_15,Client server computer systems;Database systems;Expert systems;Knowledge based systems;Natural language processing systems;Query languages;Semantics;Societies and institutions;Artificial intelligence;Computers;Ontology;Reformulators;Subject matter experts (SME);Text sources;Knowledge gaps;Knowledge acquisition;Knowledge management,,,,,False,"The abstract focuses on knowledge acquisition challenges and techniques in the CYC system, without addressing AI or machine learning applications in SMEs or their operational impact."
rayyan-304847390,Soft-sensing Modeling of SMB Chromatographic Separation Process Based on ELM with Variable Excitation Functions,2022,,,Engineering Letters,1816093X (ISSN),30,2,835-846,"Yang, Q.-D. and Liu, Y. and Wang, J.-S. and Jiang, S.-H. and Li, X.-L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130753655&partnerID=40&md5=b4c29ea21df5a1ccc0e6bd0f3a522d6d,English,International Association of Engineers,"School of Electronic and Information Engineering, University of Science and Technology Liaoning, Anshan, 114051, China","SMB chromatography (simulated moving bed chromatography) is a separation science. The soft measurement modeling approach of SMB chromatographic separation process based on extreme learning machine (ELM) with variable excitation function was introduced as a method for determining component fineness and harvest of extract and residue. The soft-sensor model's supplemental variables, as well as the crucial economic and cultural forecasting indices, were chosen after reviewing the technique of SMB chromatographic separation. Second, five excitation functions (Sig, Sin, Hardlim, Tribas, and Radbas) are being used in the ELM neural network to generate the soft-sensor model, and the quantity of neurons in the hidden stratum of the ELM is determined.The simulation experiments consequences indicate that ELM neural network can availably achieve the accurate forecasting of key economic and technical indicators and fulfill the real-time, efficient and robust operation of SMB chromatographic separation process. © 2022, International Association of Engineers. All rights reserved.",Excluded,,excitation function;extreme learning machine;SMB chromatographic separation;soft-sensing;Knowledge acquisition;Machine learning;Separation;Chromatographic separations;Excitation function;Neural-networks;Process-based;Separation process;SMB chromatographic separation;SMB chromatography;Soft-sensing;Soft-sensing model;Soft-sensor modeling;Liquid chromatography,,,,,False,"The article focuses on using extreme learning machine neural networks for chromatographic separation processes, which is unrelated to AI adoption in SMEs or their organizational performance and competitiveness."
rayyan-304847391,Artificial intelligence as driver for SME competitiveness,2021,,,Handbook of Research on Applied Data Science and Artificial Intelligence in Business and Industry,978-179986986-3 (ISBN); 978-179986985-6 (ISBN),,,108-125,"Del Sarto, N. and Piccaluga, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128131732&doi=10.4018%2f978-1-7998-6985-6.ch005&partnerID=40&md5=3344aa2b8b941cca2f2206f06cfbc631,English,IGI Global,"Scuola Superiore Sant'Anna, Pisa, Italy","Artificial intelligence is profoundly changing the way in which companies compete and do business. In particular, artificial intelligence can represent a very interesting opportunity for small and medium-sized enterprises, which are constantly looking for new technologies to be able to remain competitive in a turbulent market. However, research exploring how SMEs may successfully adopt artificial intelligence technology are missing. To address this gap, the authors reviewed the literature on artificial intelligence and identified four key features that SMEs need to consider when implementing this technology represented by people, processes, products, and customers. After that they described four cases of Italian SMEs which have adopted successfully this new technology taking into account one of the four dimensions. The study contributes to the literature on artificial intelligence and SMEs and may be helpful for managers who want to adopt this technology within their company. © 2021, IGI Global.",,10.4018/978-1-7998-6985-6.ch005,,,,,,True,"The article directly addresses AI adoption in SMEs, focusing on key implementation features and practical cases, aligning with the research on AI's impact on SME operations and competitiveness."
rayyan-304847392,Design and development of intelligent handling system for components in small and medium scale industries,2020,,,Materials Today: Proceedings,22147853 (ISSN),27,,87-95,"Soundattikar, S.A. and Naik, V.R. and Adake, C.V. and Patil S. and Basavarajappa S. and Doddamani M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088579885&doi=10.1016%2fj.matpr.2019.08.248&partnerID=40&md5=3001463c4a13afc6a2594608d08e28b5,English,Elsevier Ltd,"[""Mechanical Engineering Department, DKTE's, TEI, Ichalkaranji, MS, India"", ""Mechanical Engineering Department, Kle Dr. Msscet, Belgavi, India""]","Methodical material handling is essential in any production industry to minimize congestion and nonproductive time of machines due to non-availability or accumulation of materials at various workstations. The material handling system must be defined and composed to accomplish the customer requirements. This calls for adapting automation in material movement devices. Automated Guided Vehicles (AGVs) suit when different materials or components are being relocated across various workstations and at entry and at dispatch points. Recent advances in AGV technology have offered enhancements in vehicle guidance and navigation, vehicle intelligence and control and overall safety. This paper focuses on development of an AGV for handling variety of components in small and medium scale industries with application of artificial intelligence to train it to handle the predictable situations and circumstances in the environment with an appropriate case study. © 2019 Elsevier Ltd. All rights reserved.",,10.1016/j.matpr.2019.08.248,Artificial intelligence (ai);Automated guided vehicle (agv);Image processing;Material handling;Small and medium enterprise (sme);Automatic guided vehicles;Image processing;Materials handling equipment;Mobile robots;Artificial intelligence;Automated guided vehicle;Automated guided vehicles;Design and Development;Images processing;Intelligent handling;Material handling;Small and medium enterprise;Small and medium scale industries;Small-and-medium enterprise;Materials handling,,,,,True,"The article discusses the application of artificial intelligence in small and medium-sized industries, specifically in automating material handling with AGVs, which aligns with the research focus on AI use in SMEs and its operational benefits."
rayyan-304847393,The Application of Artificial Intelligence Tools in Creditworthiness Modelling for SME Entities,2021,,,"2021 IEEE International Conference on Technology and Entrepreneurship, ICTE 2021",978-166543895-7 (ISBN),,,,"Malakauskas, A. and Lakstutiene, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119091725&doi=10.1109%2fICTE51655.2021.9584528&partnerID=40&md5=14b373f7c3cef0ce96039337e05a00e4,English,Institute of Electrical and Electronics Engineers Inc.,"Kaunas University of Technology, School of Economics and Businesss, Kaunas, Lithuania","This study applies state-of-the-art machine learning ensembles in credit decision Fintech to model borrower's financial distress in short (1-year) and long (4years) term. Model uses borrower level data on 13-thousand SME entities from the Baltic States. Binomial classifiers are estimated using random forest, support vector machine, and industry standard - logistic regression classification techniques. Employed independent variables cover financial statement and borrower level data. Findings suggest that the application of state-of-the-art machine learning techniques in credit worthiness evaluation reduces information asymmetry between the lender and borrower in both, short and long-term prediction. The best performing classification technique throughout both horizons is random forest, with prediction accuracy of 93% for short-term and 95% for long-term. Company's country and EBITDA had the highest individual importance in both long and short-term models, while, notably, Cash and Marketable Securities was important in long-term estimation.  © 2021 IEEE.",,10.1109/ICTE51655.2021.9584528,credit risk management;fintech;machine learning;SMEs;Decision trees;Logistic regression;Random forests;Risk assessment;Risk management;Artificial intelligence tools;Baltic state;Classification technique;Credit risk management;Financial distress;Industry standards;Model use;Random forests;State of the art;Support vectors machine;Support vector machines,,,,,True,"The article investigates the use of machine learning techniques by SMEs in financial decision-making, highlighting benefits and performance, which aligns with the research focus on AI/ML adoption and its impact on SME operations and competitiveness."
rayyan-304847394,Probing the impact of intellectual capital on SME efficiency: the role of business model innovation,2024,,,Journal of Intellectual Capital,14691930 (ISSN),25,2,613-639,"Khattak, M.S. and Wu, Q. and Ahmad, M. and Anwar, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196266107&doi=10.1108%2fJIC-04-2023-0071&partnerID=40&md5=02720fcc4acca85f1d6ff27ee96864de,English,Emerald Publishing,"[""Department of Business and Management Sciences, University of Lakki Marwat, Lakki Marwat, Pakistan"", ""Faculty of Business, School of Accounting and Finance, The Hong Kong Polytechnic University, Kowloon, Hong Kong"", ""Witten Institute for Family Buisness, University Witten/Herdecke, Witten, Germany""]","Purpose: This study explores the mechanism by which intellectual capital (IC) [i.e. human capital (HC), structural capital (SC) and relational capital (RC)] influences small and medium-sized enterprise (SME) efficiency in the presence of business model innovation (BMI) as a mediator. Design/methodology/approach: Data collection is conducted through a survey completed by 319 owners and top managers of SMEs operating in the manufacturing sector in three cities in Pakistan. A simple random sampling method is used. A structural equation modeling artificial neural network (SEM-ANN)-based approach is applied to evaluate the role of IC predictors. The mediation results are authenticated using PROCESS. Findings: The results indicate that HC, SC and RC significantly influence SME efficiency and BMI. Furthermore, BMI fully mediates the relationship between human capital and SME efficiency, while partially mediating the relationship between structural capital and SME efficiency, as well as between SC and SME efficiency. Originality/value: This study pioneers research into the link between IC and SME efficiency. It contributes to the literature by defining IC as an antecedent of SME efficiency. It further contributes to the literature by defining IC as an antecedent and BMI as an intervening variable of SME efficiency. © 2024, Emerald Publishing Limited.",,10.1108/JIC-04-2023-0071,Business model innovation;Emerging markets;Intellectual capital;Organizational change;SEM-ANN-Based approach;SMEs,,,,,True,"The article uses artificial neural networks (ANN) to analyze SME efficiency, directly involving AI technology in SME operations, aligning with the research focus on AI adoption and its impact on SME performance."
rayyan-304847395,AI-supported Training Concepts for SMEs Strategic and Operational Integration of Competence Development Using the Case Study of a Manufacturing Company,2023,,,ZWF Zeitschrift fuer Wirtschaftlichen Fabrikbetrieb,09470085 (ISSN),118,10,665-669,"Orth, R. and Singer-Coudoux, K. and Peschl, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175400977&doi=10.1515%2fzwf-2023-1136&partnerID=40&md5=e2b2f64330036821523e590dde9d3c8d,German,Walter de Gruyter GmbH,"[""Fraunhofer-Institut für Produktionsanlagen und Konstruktionstechnik IPK, Bereich Unternehmensmanagement;, Pascalstraße 8-9, Berlin, 10587, Germany"", ""Frauenhofer IPK, Berlin, Germany"", ""Harms & Wende GmbH & Co. KG, Hamburg, Germany""]","This article describes solutions suitable for SMEs for the realisation of AI-supported training concepts that are both strategically in line with the transformation goals of the company and operationally fit the individual development paths of the employees. The concrete application of this approach in the systematic design of competence development at Harms & Wende GmbH & Co. KG offers valuable insights into the capabilities and challenges of AI-supported HR development in SMEs.  © 2023 Walter de Gruyter GmbH, Berlin/Boston, Germany.",,10.1515/zwf-2023-1136,Artificial Intelligence;Competence Management;Competence Model;Learning Paths;Skill Profiles;SMEs;Strategy;Case-studies;Competence development;Competence management;Competence models;Learning paths;Operational integration;Skill profile;SME;Strategic integration;Strategy;Personnel training,,,,,True,"The article discusses AI-supported solutions in SMEs, focusing on operational applications and challenges, aligning with the research on AI adoption and its impact on SME performance."
rayyan-304847396,Towards the Operationalization of Trustworthy AI: Integrating the EU Assessment List into a Procedure Model for the Development and Operation of AI-Systems,2022,,,"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",16175468 (ISSN); 978-388579720-3 (ISBN),,,283-299,"Kortum, H. and Rebstadt, J. and Böschen, T. and Meier, P. and Thomas, O. and Demmler D. and Universitat Hamburg, Vogt-Kolln-Strasse 30, Hamburg and Krupka D. and Gesellschaft fur Informatik, Anna-Louisa-Karsch-Strasse 2, Berlin and Federrath H. and Universitat Hamburg, Vogt-Kolln-Strasse 30, Hamburg",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139789527&doi=10.18420%2finf2022_26&partnerID=40&md5=736a79e49d86d7de07653d874c53c33d,English,Gesellschaft fur Informatik (GI),"Deutsches Forschungszentrum für Künstliche Intelligenz GmbH - Smart Enterprise Engineering, Parkstraße 40, Osnabrück, 49080, Germany","Artificial intelligence (AI) is increasingly permeating all areas of life and not only changing coexistence in society for the better. Unfortunately, there is an increasing number of examples where AI systems show problematic behavior, such as discrimination or insufficient accuracy, missing data privacy or transparency. To counteract this trend, an EU initiative has drafted a legal framework and recommendations on how AI can be more trustworthy and comply with people's fundamental rights. However, fundamental rights are currently not reflected in procedure models for the development and operation of AI systems. Our work contributes to closing this gap so that companies, especially SMEs with small IT departments and limited financial resources, are supported in the development process. Within the framework of a structured literature review, we derive a procedure model for the development and operation of AI systems and subsequently integrate concrete recommendations for achieving trustworthiness. © 2022 Gesellschaft fur Informatik (GI). All rights reserved.",,10.18420/inf2022_26,Explainable AI;Machine Learning;Procedure model;SME;Trustworthy AI;Data privacy;Laws and legislation;Artificial intelligence systems;Development and operations;Explainable artificial intelligence;Financial resources;Legal frameworks;Machine-learning;Missing data;Procedure modeling;SME;Trustworthy artificial intelligence;Machine learning,,,,,True,"The article focuses on AI development and operation in SMEs, addressing challenges and providing a procedure model, which aligns with investigating AI adoption and best practices in SMEs."
rayyan-304847397,SME default prediction using random forest including nonfinancial features: An empiricial analysis of German enterprises,2024,,,Journal of the International Council for Small Business,26437015 (ISSN),5,2,129-147,"Siggelkow, C. and Fernandez, R.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166764958&doi=10.1080%2f26437015.2023.2224108&partnerID=40&md5=72c8feef9680be44f8a1dde40fdd3b2c,English,Informa UK Ltd,"[""Chair of Mathematical Finance, Technical University of Munich, Germany"", ""Munich Re, Talaria project, EU/LA5, Germany""]","Having accurate company default prediction models is vital for both financial institutions and businesses, especially small and medium enterprises (SMEs). Although these firms play a significant role in the economy of every country, they have a different risk profile than large companies. However, as these companies are not required to publish financial information and, further, display unique market characteristics, related financial data are scarce, which underlines the necessity of a precise and easily adaptable risk model. Our study applies random forests (RFs) to a sample of approximately three million German SMEs. Results show that compared to traditional methods, RFs can make a greater contribution to SME credit-risk evaluation in terms of prediction power and bridge the gap between statistical strength and business interpretability. They also show that, due to the lack of financial data, nonfinancial features play a significant role in risk modeling for these companies. © 2023 International Council for Small Business.",,10.1080/26437015.2023.2224108,default probability;feature engineering;machine learning;nonfinancial features;random forest;Small and medium enterprises,,,,,True,"The article focuses on SMEs using machine learning (random forests) for credit-risk evaluation, highlighting AI application in SME operations and its impact on business performance, aligning with the research topic."
rayyan-304847398,The effects of performance ratios in predicting corporate bankruptcy: The Italian case,2015,,,Lecture Notes in Business Information Processing,18651348 (ISSN),216,,61-72,"Di Donato, F. and Nieddu, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929625658&doi=10.1007%2f978-3-319-18533-0_6&partnerID=40&md5=4214e9b07eb2db3199969136dd1bfc92,English,Springer Verlag,"Unint - Università degli Studi Internazionali di Roma, Via Cristoforo Colombo 200, Rome, 00145, Italy","Corporate failure prediction is a mayor issue in today’s economy. Any prediction technique must be reliable (good recognition rate, sensitivity and specificity), robust and able to give predictions with a sufficient time lag to allow for corrective actions. In this paper we have considered the case of Small-Medium Enterprises (SMEs) in Italy trying to determine which dimension, in terms of performance indicators, best suits this goal. We have considered three of the most robust and diffused classification techniques on data over a period of 8 years prior to failure. The results tend to suggest that, for the Italian SME system, profitability ratios are always relevant in predicting corporate failure (both in the short and in the medium-long run), while leverage and liquidity indicators, affecting the financial dimension of the company, tend to add information in predicting a possible risk of default only in the medium-long run. © Springer International Publishing Switzerland 2015.",,10.1007/978-3-319-18533-0_6,Bankruptcy prediction;Discriminant analysis;Performance ratios;Small-medium enterprises;Discriminant analysis;Artificial intelligence;Decision support systems;Bankruptcy prediction;Classification technique;Corrective actions;Performance indicators;Performance ratio;Prediction techniques;Sensitivity and specificity;Small medium enterprise;Failure prediction;Forecasting,,,,,False,"The article focuses on corporate failure prediction for SMEs using classification techniques but does not mention AI, ML, DL, ANN, or NN technologies or their impact on operations, benefits, challenges, or competitiveness."
rayyan-304847399,Toward an Adaptive Approach to Implement Predictive Maintenance in Metallurgical Industry SMEs Through IoT and AI,2022,,,IFIP Advances in Information and Communication Technology,18684238 (ISSN); 978-303094334-9 (ISBN),639,,537-547,"Tanane, B. and Bentaha, M.L. and Dafflon, B. and Ferreiro, V. and Moalla, N. and Canciglieri Junior O. and Noël F. and Rivest L. and Bouras A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125250700&doi=10.1007%2f978-3-030-94335-6_38&partnerID=40&md5=a92c81bbaa2d52a7ea3d2bc5b40e116a,English,Springer Science and Business Media Deutschland GmbH,"[""Univ Lyon, Université Lumière Lyon 2, INSA Lyon, Université Claude Bernard Lyon 1, DISP, EA4570, Bron, 69676, France"", ""Univ Lyon, Université Claude Bernard Lyon 1, INSA Lyon, Université Lumière Lyon 2, DISP, EA4570, Villeurbanne, 69621, France"", ""TARDY SAS, La Grand-Croix, France""]","Industrial actors are striving to transition to Industry 4.0 in order to enhance their production capacities, reduce costs and increase benefits. Their aim is to maintain competitive edges over their competitors in the global market. While this new paradigm introduced many technologies to improve manufacturing in general and machinery maintenance in particular, its implementation can be very challenging for SMEs due to hurdles such as limited financial leeway and lack of adaptability to their business operating environment specificities. This paper presents a conceptual approach to implement predictive maintenance while ensuring adaptability and cost-effectiveness by taking into account business related legacy data in the design phase, in order to provide SMEs with a simplified access to smart factory principles. © 2022, IFIP International Federation for Information Processing.",,10.1007/978-3-030-94335-6_38,AI;Industry 4.0;IoT;Manufacturing;Predictive maintenance;Self-adaptability;SME;Wireless sensor network;Cost effectiveness;Industry 4.0;International trade;Internet of things;Machinery;Maintenance;Adaptive approach;Competitive edges;Global market;Machinery maintenance;Metallurgical industry;Predictive maintenance;Production capacity;Reduce costs;Self-adaptability;SME;Wireless sensor networks,,,,,True,"The article addresses SMEs adopting Industry 4.0 technologies, including predictive maintenance, which likely involves AI/ML techniques, focusing on benefits and challenges relevant to SME operations and competitiveness."
rayyan-304847400,"Perspectives on AI adoption in Italy, the role of the Italian AI Strategy",2022,,,Discover Artificial Intelligence,27310809 (ISSN),2,1,,"Saracco, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160860960&doi=10.1007%2fs44163-022-00025-5&partnerID=40&md5=8f0d74cad010dafc9d5fc893b43a9c2f,English,Springer Nature,"[""Digital Reality Initiative IEEE FDC, Turin, Italy"", ""AI Group of the Italian Association of Information Tech Industries, Turin, Italy""]","The Industrial landscape in Italy is characterized by small medium enterprises. The information technology sector is teaming with a broad spectrum of players from smaller ones up to large system integrators that have access to the most advanced technologies. The present paper aims at analysing the recently published Italian AI Strategy framing it within the context of the Italian IT industry. It references to data gathered in a small scale survey on AI adoption of Italian IT companies, and provides an analysis of the Italian AI Strategies focusing on the risks that its implementation will have to face and eventually draws three different scenarios on AI adoption in the Italian productive system. The Italian industrial landscape witnessing a growing adoption of AI-enabled solutions, mostly driven by cost efficiency consideration. There are, however, the first indication of leveraging AI to increase the offer portfolio, generating more revenues. New technologies supporting AI in the small, embedded AI and distributed AI come handy in leveraging those data. A concurrent push of the Italian Government to foster AI and to promote standardization and sharing of data (GAIA-X initiative—Italian Regional Hub) will provide further steam to the increased adoption of AI. The paper is structured in the following sections: “Introduction”, “Trends in AI adoption in the industrial context”, “An AI Policy for Italy: commenting on the Italian AI Strategy”, “Future Scenarios” providing a pessimistic, realistic and optimistic views, “Conclusions”. © The Author(s) 2022.",,10.1007/s44163-022-00025-5,Risk perception;Advanced technology;Broad spectrum;Information technology sector;IT companies;IT industry;Large system;Productive systems;Small medium enterprise;Small scale;System integrators;Risk assessment,,,,,True,"The article analyzes AI adoption among Italian SMEs in the IT sector, discussing benefits, challenges, and future scenarios, directly aligning with the research focus on AI use in SME operations and its impact on competitiveness."
rayyan-304847401,AESA Applications by New Technologies Evolution: Invited Paper,2019,,,IEEE International Symposium on Phased Array Systems and Technology,978-172813049-1 (ISBN),2019,,,"Sabino, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082175618&doi=10.1109%2fPAST43306.2019.9020749&partnerID=40&md5=fa72f09e4b8bc5e4ce543fdd3b542888,English,Institute of Electrical and Electronics Engineers Inc.,"ResearchTechnologies - Engineering Italy, MBDA Italia SpA, Via Giulio Cesare, Bacoli, Naples, 105-80070, Italy","This paper describes AESA activities overview in last decades in Fusaro site and future opportunities within the business. These projects have been possible due to significant Company's investments and to worldwide growing technology availability as consequence of huge increase of civil commercial market as well. GaN based solutions have been studied, successfully designed and developed for satellite ground communications and on board homing guidance radar applications. GaN, metallic, electronic hybrid 3D printing, metamaterials, nanomaterials, adaptable COTS and AI technologies have been analyzed for current and future solutions to optimize architectures, increase performances reduce development and recurring costs. © 2019 IEEE.",,10.1109/PAST43306.2019.9020749,ADC (Analog Digital Converter);AESA (Active Electronically Scanning Array);AI (Artificial Intelligence);ALM (Additive Layer Manufacturing);COTS (Commercial Off The Shelf);DAC (Digital Analog Converter);ERP (Effective Radiated Power);ESA (Electronic Steered Antennas);FDB (Full Digital Beamforming);FPGA (Field Programmable Gate Array);GaAs (Gallium Arsenide);GaN (Gallium Nitride);HPA (High Power Amplifier);IoT(Internet of Things);MESA (Metamaterials Electronic Steered Antennas);MIMO (Multiple Input;MISE (Ministero Italiano Sviluppo Economico);MIUR (Ministrero Italiano Universita Ricerca);MMIC (Monolithic Microwave Integrated Circuit);MMW (Microwave Millimeter Wave);MTBF (Medium Time Between Failures);Multiple Output);SME (Small Medium Enterprise);TRG (Transmit-Receive Group);TRM (Transmit-Receive Module);UPC (Unitary Production Cost);3D printers;Analog to digital conversion;Antenna phased arrays;Beam forming networks;Commercial off-the-shelf;Digital to analog conversion;Field programmable gate arrays (FPGA);Gallium arsenide;Gallium nitride;III-V semiconductors;Internet of things;Metamaterials;Millimeter waves;Power amplifiers;Additive layer manufacturing;Analog converters;Analog-digital converter;Effective radiated power;ESA (Electronic Steered Antennas);Fpga(field programmable gate array);Full-digital;GaAs;GaN (Gallium Nitride);Hpa(highpower amplifier);MESA (Metamaterials Electronic Steered Antennas);MISE (Ministero Italiano Sviluppo Economico);MMW (Microwave Millimeter Wave);Multiple inputs;Multiple outputs;Production cost;Ricerca;Scanning array;Small medium enterprise;Time between failures;Transmit receive modules;TRG (Transmit-Receive Group);Costs,,,,,False,"The article focuses on advanced materials and technologies for satellite and radar applications, not on AI/ML/DL use in SMEs or their operational impact."
rayyan-304847402,Supporting SME companies in mapping out AI potential: a Finnish AI development case,2025,,,Journal of Technology Transfer,08929912 (ISSN),50,3,1016-1035,"Jafarzadeh, P. and Vähämäki, T. and Nevalainen, P. and Tuomisto, A. and Heikkonen, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200029885&doi=10.1007%2fs10961-024-10122-5&partnerID=40&md5=887d37def99f2db4a642bd44038fc393,English,Springer,"[""Department of computing, University of Turku, Turku, 20014, Finland"", ""Department of Management and Entrepreneurship, University of Turku, Turku, 20014, Finland""]","Products and services relying upon Artificial Intelligence (AI) have moved from mere concepts to reality. However, challenges still exist in applying AI technologies to traditional industrial and service enterprises. Two central problems are a proper understanding of the opportunities AI could bring to the business processes and making the business logic and data sources transparent to AI experts. As small and medium-sized enterprises (SMEs) are considered the economic backbone of many countries, this paper studies how to support SMEs in understanding the potential of AI in their business and how to prepare their data and requirements for a possible AI project. For this purpose, we first proposed the Cross-Industry Standard Process for Data Mining (CRISP-DM) an industry-proven way to apply AI solutions. The weight was in early business and data understanding. Then, we performed data visualization and developed some machine learning methods for 11 SMEs in South-western Finland as case studies to get more ideas for improving their business using AI. Two surveys probed the possible changes in AI practises of companies. © The Author(s) 2024.",,10.1007/s10961-024-10122-5,Artificial intelligence;Business;collaboration;Development;Small and medium sized enterprises;Data mining;Data visualization;Learning systems;Artificial intelligence technologies;Collaboration;Development;Development case;Enterprise companies;Finnish;Industrial enterprise;O330;Product and services;Small and medium-sized enterprise;Artificial intelligence,,,,,True,"The article directly addresses how SMEs can understand and apply AI and machine learning in their business processes, including practical case studies and challenges, aligning well with the research focus on AI adoption and its impact on SME performance and competitiveness."
